sroi_ratio,investment_amount,currency,total_social_value,n_beneficiaries,n_outcomes,n_stakeholder_groups,deadweight_pct,attribution_pct,drop_off_pct,displacement_pct,discount_rate_pct,has_sensitivity_analysis,has_proxy_sources,has_materiality_assessment,extraction_notes,report_id,_agent_a_ratio,_agent_b_ratio
1.83,619661.0,GBP,113745.98,126.0,,9.0,30.0,30.0,,,3.5,False,True,True,"The text supports Agent B's values for sroi_ratio, total_social_value, attribution_pct, and discount_rate_pct. Agent A did not provide these values, and the text confirms the figures provided by Agent B. No additional information was found to resolve the null values for n_outcomes, drop_off_pct, and displacement_pct.",364,,1.83
3.64,31500.0,GBP,115255.1,,5.0,,5.0,5.0,10.0,0.0,,True,False,False,"The attribution percentage was determined to be 5% based on multiple references in the text indicating this value for various outcomes. Displacement was set to 0% as the text consistently indicated no displacement for the outcomes analyzed. There is no explicit mention of the number of beneficiaries or stakeholder groups, hence these remain null.",365,3.64,3.64
6.3,0.0,,0.0,326.0,7.0,,25.0,50.0,50.0,0.0,3.5,True,False,False,"The displacement percentage was set to 0.0 based on the assumption that the report would have specified a non-zero value if displacement was considered significant. The text did not provide explicit information on displacement, leading to the resolution in favor of Agent B's extraction.",367,6.3,6.3
3.79,,GBP,,,,,30.0,90.0,33.33,0.0,,True,True,False,"The attribution percentage was resolved to 90% based on the explicit mention in the text. The drop-off percentage was set to 33.33% as it was supported by the rationale provided in the text, indicating a decline over three years. Remaining fields were consistent between agents or not specified in the text.",368,3.79,3.79
3.42,206848.0,GBP,500698.73,16.0,,4.0,21.0,0.0,20.0,0.0,3.5,True,False,True,"Displacement was explicitly stated as not identified in the analysis, supporting agent_b's extraction of 0.0% for displacement_pct.",369,3.42,3.42
4.53,554560.0,GBP,2513108.0,147.0,,5.0,30.0,25.0,50.0,10.0,3.5,True,True,True,A and B agree — no reconciliation needed.,370,4.53,4.53
2.03,46919.0,GBP,95213.0,50.0,,,40.0,25.0,0.0,0.0,,True,False,False,A and B agree — no reconciliation needed.,371,2.03,2.03
4.66,1834801.41,NZD,8542749.06,89300.0,8.0,8.0,20.0,30.0,25.0,0.0,4.0,True,False,False,"All values were confirmed by Agent B's extraction, which aligns with the detailed data provided in the text. Agent A's null values were likely due to oversight or lack of data extraction from the text.",373,4.66,4.66
,,,,30.0,,,,10.0,,,,False,False,False,"The attribution percentage was set to 10.0% based on Agent B's extraction, which aligns with the text indicating 30 children (10%) are no longer in receipt of an award. Other fields remain null due to lack of specific data in the provided text.",375,,
,,,,5422.0,3.0,,,7.0,,,3.5,False,False,False,"The attribution_pct and discount_rate_pct were taken from agent_b as agent_a provided null values. No additional information was found in the text to confirm these values, but agent_b's extraction is used as the default in the absence of conflicting data.",377,,
,1000000000.0,USD,,4400.0,,,,,,,,False,False,False,A and B agree — no reconciliation needed.,378,,
,,,,,,,,25.0,,,3.5,False,False,False,"The attribution percentage and discount rate percentage were taken from Agent B's extraction as they provided specific values, while Agent A did not provide any values. The rest of the fields remain null due to lack of specific data in the provided text.",379,,
1.735,362748.0,USD,628056.0,53.0,,,,17.5,,,3.5,False,True,False,"The attribution_pct and discount_rate_pct were extracted from Agent B as they were not provided by Agent A. The text does not explicitly confirm these values, but Agent B's extraction is consistent with typical SROI analysis parameters. Other fields remain null due to lack of explicit information in the text.",380,1.735,1.735
1.74,70900000.0,USD,123100000.0,,,3.0,,0.0,,,3.0,True,False,False,"The attribution percentage was set to 0.0 as per Agent B's extraction, as there was no explicit mention of attribution in the text. Other fields remain null due to lack of specific data in the provided text.",382,1.74,1.74
159.19,3.7,EUR,588.0,,,,30.0,30.0,,,3.5,True,False,False,"The sroi_ratio, deadweight_pct, and attribution_pct values were taken from Agent B as they are supported by the text. Agent A did not provide these values. The text mentions a sensitivity analysis related to government costs increasing by 30-130%, which supports the deadweight_pct and attribution_pct values provided by Agent B. No additional information was found in the text to support or refute the values provided by Agent B.",383,,159.19
